,tag,form,0
1554,ORG,"['sg g', '?', 'sg n', 'sg n']",3
3125,PER,"['sg g', '?', 'sg n', 'sg n']",1
252,LOC,"['sg g', '?', 'sg n']",4
3126,PER,"['sg g', '?', 'sg n']",3
1555,ORG,"['sg g', '?', 'sg n']",54
1556,ORG,"['sg g', '?', 'sg p']",1
3127,PER,"['sg g', '?']",208
253,LOC,"['sg g', '?']",129
1557,ORG,"['sg g', '?']",692
1558,ORG,"['sg g', 'adt', '', '?', 'sg g']",1
1559,ORG,"['sg g', 'adt', '', 'sg g', 'sg g']",1
1560,ORG,"['sg g', 'adt', '?']",1
1561,ORG,"['sg g', 'adt', 'adt']",5
1562,ORG,"['sg g', 'adt', 'sg el']",1
1563,ORG,"['sg g', 'adt', 'sg g', 'sg g']",1
1564,ORG,"['sg g', 'adt', 'sg g', 'sg in']",1
254,LOC,"['sg g', 'adt', 'sg g']",1
1565,ORG,"['sg g', 'adt', 'sg g']",4
1566,ORG,"['sg g', 'adt', 'sg ill', 'adt']",1
1567,ORG,"['sg g', 'adt', 'sg ill']",9
1568,ORG,"['sg g', 'adt', 'sg in']",3
1569,ORG,"['sg g', 'adt', 'sg n']",2
1570,ORG,"['sg g', 'adt', 'sg p']",1
1571,ORG,"['sg g', 'adt', 'tud', 'sg n']",1
3128,PER,"['sg g', 'adt']",87
1572,ORG,"['sg g', 'adt']",596
255,LOC,"['sg g', 'adt']",354
1573,ORG,"['sg g', 'nud', 'pl n']",1
256,LOC,"['sg g', 'pl abl']",22
3129,PER,"['sg g', 'pl abl']",2
1574,ORG,"['sg g', 'pl abl']",5
257,LOC,"['sg g', 'pl ad']",65
3130,PER,"['sg g', 'pl ad']",3
1575,ORG,"['sg g', 'pl ad']",6
258,LOC,"['sg g', 'pl all']",49
3131,PER,"['sg g', 'pl all']",2
1576,ORG,"['sg g', 'pl all']",14
1577,ORG,"['sg g', 'pl el', 'pl el']",1
259,LOC,"['sg g', 'pl el']",68
1578,ORG,"['sg g', 'pl el']",13
1579,ORG,"['sg g', 'pl g', '', '', '?']",1
1580,ORG,"['sg g', 'pl g', '', '?']",1
1581,ORG,"['sg g', 'pl g', '', 'pl g', 'sg ad']",1
1582,ORG,"['sg g', 'pl g', '', 'pl g', 'sg g', 'sg g']",1
1583,ORG,"['sg g', 'pl g', '', 'pl g', 'sg g']",1
1584,ORG,"['sg g', 'pl g', '', 'pl g', 'sg n']",5
1585,ORG,"['sg g', 'pl g', '']",1
1586,ORG,"['sg g', 'pl g', '?', '', '?', 'sg n']",1
1587,ORG,"['sg g', 'pl g', '?', '', '?']",1
1588,ORG,"['sg g', 'pl g', '?', '']",3
1589,ORG,"['sg g', 'pl g', '?']",14
3132,PER,"['sg g', 'pl g', '?']",1
1590,ORG,"['sg g', 'pl g', 'adt']",30
260,LOC,"['sg g', 'pl g', 'pl abl']",1
1591,ORG,"['sg g', 'pl g', 'pl g', 'adt']",3
1592,ORG,"['sg g', 'pl g', 'pl g', 'pl g', 'pl g', 'sg all']",1
1593,ORG,"['sg g', 'pl g', 'pl g', 'pl g', 'sg in']",1
1594,ORG,"['sg g', 'pl g', 'pl g', 'sg all']",1
1595,ORG,"['sg g', 'pl g', 'pl g', 'sg g', 'sg n']",1
1596,ORG,"['sg g', 'pl g', 'pl g', 'sg g']",29
1597,ORG,"['sg g', 'pl g', 'pl g', 'sg ill']",1
1598,ORG,"['sg g', 'pl g', 'pl g', 'sg in']",5
1599,ORG,"['sg g', 'pl g', 'pl g', 'sg n', 'sg g']",1
1600,ORG,"['sg g', 'pl g', 'pl g', 'sg n', 'sg n']",1
1601,ORG,"['sg g', 'pl g', 'pl g', 'sg n']",18
1602,ORG,"['sg g', 'pl g', 'pl g']",12
1603,ORG,"['sg g', 'pl g', 'pl n']",5
261,LOC,"['sg g', 'pl g', 'pl n']",1
1604,ORG,"['sg g', 'pl g', 'sg abl']",4
1605,ORG,"['sg g', 'pl g', 'sg ad']",14
1606,ORG,"['sg g', 'pl g', 'sg all']",20
1607,ORG,"['sg g', 'pl g', 'sg el']",17
1608,ORG,"['sg g', 'pl g', 'sg g', '', 'sg g', 'sg g']",1
1609,ORG,"['sg g', 'pl g', 'sg g', '', 'sg g']",1
1610,ORG,"['sg g', 'pl g', 'sg g', 'pl g']",1
1611,ORG,"['sg g', 'pl g', 'sg g', 'pl in']",1
1612,ORG,"['sg g', 'pl g', 'sg g', 'pl n']",1
1613,ORG,"['sg g', 'pl g', 'sg g', 'sg el']",2
1614,ORG,"['sg g', 'pl g', 'sg g', 'sg g', 'sg g']",2
1615,ORG,"['sg g', 'pl g', 'sg g', 'sg g', 'sg n', 'sg g']",1
1616,ORG,"['sg g', 'pl g', 'sg g', 'sg g']",27
1617,ORG,"['sg g', 'pl g', 'sg g', 'sg n', 'sg n']",1
1618,ORG,"['sg g', 'pl g', 'sg g', 'sg n']",6
1619,ORG,"['sg g', 'pl g', 'sg g']",533
1620,ORG,"['sg g', 'pl g', 'sg ill']",6
1621,ORG,"['sg g', 'pl g', 'sg in', '?']",1
1622,ORG,"['sg g', 'pl g', 'sg in', 'sg in', 'sg in']",1
1623,ORG,"['sg g', 'pl g', 'sg in']",53
1624,ORG,"['sg g', 'pl g', 'sg kom', 'sg in', 'pl g']",1
262,LOC,"['sg g', 'pl g', 'sg kom']",1
1625,ORG,"['sg g', 'pl g', 'sg kom']",12
1626,ORG,"['sg g', 'pl g', 'sg n', '?', 'sg n', 'sg g']",2
1627,ORG,"['sg g', 'pl g', 'sg n', '?', 'sg n', 'sg n']",1
1628,ORG,"['sg g', 'pl g', 'sg n', 'sg g', 'sg g', '', 'sg in']",1
1629,ORG,"['sg g', 'pl g', 'sg n', 'sg g']",1
1630,ORG,"['sg g', 'pl g', 'sg n', 'sg n']",5
1631,ORG,"['sg g', 'pl g', 'sg n']",239
263,LOC,"['sg g', 'pl g', 'sg n']",1
1632,ORG,"['sg g', 'pl g', 'sg p']",3
1633,ORG,"['sg g', 'pl g', 'sg tr']",2
3133,PER,"['sg g', 'pl g']",28
1634,ORG,"['sg g', 'pl g']",319
264,LOC,"['sg g', 'pl g']",226
3134,PER,"['sg g', 'pl ill']",1
265,LOC,"['sg g', 'pl ill']",44
1635,ORG,"['sg g', 'pl ill']",5
1636,ORG,"['sg g', 'pl in', 'sg g', 'sg g']",1
1637,ORG,"['sg g', 'pl in', 'sg g', 'sg in']",1
266,LOC,"['sg g', 'pl in']",207
1638,ORG,"['sg g', 'pl in']",30
3135,PER,"['sg g', 'pl in']",2
1639,ORG,"['sg g', 'pl kom', 'pl g', 'adt']",1
1640,ORG,"['sg g', 'pl kom', 'pl g', 'sg g']",4
1641,ORG,"['sg g', 'pl kom', 'pl g', 'sg n']",4
1642,ORG,"['sg g', 'pl kom', 'pl g']",1
3136,PER,"['sg g', 'pl kom']",1
267,LOC,"['sg g', 'pl kom']",10
1643,ORG,"['sg g', 'pl kom']",11
1644,ORG,"['sg g', 'pl n', '', 'sg g', 'sg g', 'sg g', 'sg n']",1
1645,ORG,"['sg g', 'pl n', '']",1
268,LOC,"['sg g', 'pl n', '']",1
1646,ORG,"['sg g', 'pl n', '?']",2
1647,ORG,"['sg g', 'pl n', 'nud', 'pl es', 'sg g']",1
1648,ORG,"['sg g', 'pl n', 'pl n']",5
1649,ORG,"['sg g', 'pl n', 'sg g', 'sg g']",1
1650,ORG,"['sg g', 'pl n', 'sg in']",2
1651,ORG,"['sg g', 'pl n', 'sg n', 'sg n']",1
1652,ORG,"['sg g', 'pl n', 'sg n']",8
1653,ORG,"['sg g', 'pl n', 'takse']",1
1654,ORG,"['sg g', 'pl n']",172
3137,PER,"['sg g', 'pl n']",26
269,LOC,"['sg g', 'pl n']",146
1655,ORG,"['sg g', 'pl p', 'sg g']",1
1656,ORG,"['sg g', 'pl p', 'sg kom']",1
1657,ORG,"['sg g', 'pl p']",37
270,LOC,"['sg g', 'pl p']",60
3138,PER,"['sg g', 'pl p']",27
1658,ORG,"['sg g', 'pl tr']",2
271,LOC,"['sg g', 'sg ab', 'sg ad']",1
1659,ORG,"['sg g', 'sg ab', 'sg g']",2
272,LOC,"['sg g', 'sg ab']",10
1660,ORG,"['sg g', 'sg ab']",8
1661,ORG,"['sg g', 'sg abl', 'sg abl']",3
1662,ORG,"['sg g', 'sg abl', 'sg all']",1
273,LOC,"['sg g', 'sg abl', 'sg g', 'sg in']",1
1663,ORG,"['sg g', 'sg abl', 'sg g']",3
1664,ORG,"['sg g', 'sg abl']",224
274,LOC,"['sg g', 'sg abl']",74
3139,PER,"['sg g', 'sg abl']",51
275,LOC,"['sg g', 'sg ad', '', 'sg ad']",1
1665,ORG,"['sg g', 'sg ad', '', 'sg ad']",1
1666,ORG,"['sg g', 'sg ad', '?', 'sg in']",1
1667,ORG,"['sg g', 'sg ad', '?']",1
1668,ORG,"['sg g', 'sg ad', 'sg abl']",1
1669,ORG,"['sg g', 'sg ad', 'sg ad']",9
1670,ORG,"['sg g', 'sg ad', 'sg all']",2
1671,ORG,"['sg g', 'sg ad', 'sg g', 'sg ad']",1
1672,ORG,"['sg g', 'sg ad', 'sg g', 'sg g']",1
276,LOC,"['sg g', 'sg ad', 'sg g', 'sg in', 'sg g']",1
1673,ORG,"['sg g', 'sg ad', 'sg g']",4
277,LOC,"['sg g', 'sg ad', 'sg g']",1
1674,ORG,"['sg g', 'sg ad', 'sg in']",1
1675,ORG,"['sg g', 'sg ad', 'sg kom']",1
1676,ORG,"['sg g', 'sg ad', 'sg n', '?', 'sg n']",1
1677,ORG,"['sg g', 'sg ad', 'sg n', '?']",1
3140,PER,"['sg g', 'sg ad', 'sg n']",1
1678,ORG,"['sg g', 'sg ad', 'sg n']",2
3141,PER,"['sg g', 'sg ad']",66
278,LOC,"['sg g', 'sg ad']",456
1679,ORG,"['sg g', 'sg ad']",580
1680,ORG,"['sg g', 'sg all', '', 'sg all']",1
1681,ORG,"['sg g', 'sg all', '']",3
1682,ORG,"['sg g', 'sg all', '?', 'sg g']",1
1683,ORG,"['sg g', 'sg all', '?', 'sg n']",1
1684,ORG,"['sg g', 'sg all', '?']",2
1685,ORG,"['sg g', 'sg all', 'adt']",1
1686,ORG,"['sg g', 'sg all', 'sg all', 'sg all']",2
279,LOC,"['sg g', 'sg all', 'sg all']",1
1687,ORG,"['sg g', 'sg all', 'sg all']",7
1688,ORG,"['sg g', 'sg all', 'sg g', 'adt', '?']",1
1689,ORG,"['sg g', 'sg all', 'sg g', 'pl g', 'pl g', 'sg g']",3
1690,ORG,"['sg g', 'sg all', 'sg g', 'pl g', 'sg g']",1
1691,ORG,"['sg g', 'sg all', 'sg g', 'sg all']",2
1692,ORG,"['sg g', 'sg all', 'sg g', 'sg g']",9
280,LOC,"['sg g', 'sg all', 'sg g', 'sg g']",1
1693,ORG,"['sg g', 'sg all', 'sg g', 'sg n', 'sg g']",1
1694,ORG,"['sg g', 'sg all', 'sg g', 'sg p']",1
1695,ORG,"['sg g', 'sg all', 'sg g']",20
281,LOC,"['sg g', 'sg all', 'sg g']",2
1696,ORG,"['sg g', 'sg all', 'sg in']",1
3142,PER,"['sg g', 'sg all', 'sg in']",1
1697,ORG,"['sg g', 'sg all', 'sg n', '?']",1
1698,ORG,"['sg g', 'sg all', 'sg n', 'sg all']",1
1699,ORG,"['sg g', 'sg all', 'sg n']",1
282,LOC,"['sg g', 'sg all', 'sg n']",3
3143,PER,"['sg g', 'sg all', 'sg n']",1
283,LOC,"['sg g', 'sg all']",365
3144,PER,"['sg g', 'sg all']",80
1700,ORG,"['sg g', 'sg all']",1695
1701,ORG,"['sg g', 'sg el', '', 'sg g', 'sg el']",2
1702,ORG,"['sg g', 'sg el', '']",3
284,LOC,"['sg g', 'sg el', '?']",1
1703,ORG,"['sg g', 'sg el', 'adt']",2
1704,ORG,"['sg g', 'sg el', 'pl g', 'sg el']",1
1705,ORG,"['sg g', 'sg el', 'pl in']",1
1706,ORG,"['sg g', 'sg el', 'sg abl']",1
285,LOC,"['sg g', 'sg el', 'sg all']",1
1707,ORG,"['sg g', 'sg el', 'sg el', '']",1
1708,ORG,"['sg g', 'sg el', 'sg el', 'sg el']",1
286,LOC,"['sg g', 'sg el', 'sg el']",4
1709,ORG,"['sg g', 'sg el', 'sg el']",18
1710,ORG,"['sg g', 'sg el', 'sg g', '', 'sg g']",1
1711,ORG,"['sg g', 'sg el', 'sg g', 'sg el']",1
1712,ORG,"['sg g', 'sg el', 'sg g', 'sg ill']",2
1713,ORG,"['sg g', 'sg el', 'sg g', 'sg ter']",1
1714,ORG,"['sg g', 'sg el', 'sg g']",5
1715,ORG,"['sg g', 'sg el', 'sg in']",1
1716,ORG,"['sg g', 'sg el', 'sg n', 'sg el']",1
1717,ORG,"['sg g', 'sg el', 'sg n', 'sg n']",1
3145,PER,"['sg g', 'sg el', 'sg n', 'sg ter']",1
1718,ORG,"['sg g', 'sg el', 'sg n']",1
1719,ORG,"['sg g', 'sg el', 'sg p']",1
287,LOC,"['sg g', 'sg el', 'sg ter']",1
1720,ORG,"['sg g', 'sg el']",849
288,LOC,"['sg g', 'sg el']",309
3146,PER,"['sg g', 'sg el']",78
3147,PER,"['sg g', 'sg es']",2
289,LOC,"['sg g', 'sg es']",3
1721,ORG,"['sg g', 'sg es']",8
1722,ORG,"['sg g', 'sg g', '', '', '', 'sg n']",1
1723,ORG,"['sg g', 'sg g', '', '', 'sg n']",1
1724,ORG,"['sg g', 'sg g', '', '?', 'sg n']",1
1725,ORG,"['sg g', 'sg g', '', '?']",2
1726,ORG,"['sg g', 'sg g', '', 'adt']",1
1727,ORG,"['sg g', 'sg g', '', 'pl g', 'sg g']",9
1728,ORG,"['sg g', 'sg g', '', 'pl g', 'sg n']",9
1729,ORG,"['sg g', 'sg g', '', 'pl g', 'sg p']",2
1730,ORG,"['sg g', 'sg g', '', 'pl g']",1
1731,ORG,"['sg g', 'sg g', '', 'sg all']",1
1732,ORG,"['sg g', 'sg g', '', 'sg g', 'adt']",1
1733,ORG,"['sg g', 'sg g', '', 'sg g', 'sg el', 'adt']",1
1734,ORG,"['sg g', 'sg g', '', 'sg g', 'sg g', 'sg n']",1
1735,ORG,"['sg g', 'sg g', '', 'sg g', 'sg g']",16
1736,ORG,"['sg g', 'sg g', '', 'sg g', 'sg in']",1
1737,ORG,"['sg g', 'sg g', '', 'sg g', 'sg n']",8
290,LOC,"['sg g', 'sg g', '', 'sg g']",1
1738,ORG,"['sg g', 'sg g', '', 'sg g']",70
1739,ORG,"['sg g', 'sg g', '', 'sg in']",4
1740,ORG,"['sg g', 'sg g', '', 'sg kom']",1
1741,ORG,"['sg g', 'sg g', '', 'sg n']",13
1742,ORG,"['sg g', 'sg g', '']",14
3148,PER,"['sg g', 'sg g', '']",1
291,LOC,"['sg g', 'sg g', '']",1
1743,ORG,"['sg g', 'sg g', '?', '', '?', '?', 'sg n']",1
1744,ORG,"['sg g', 'sg g', '?', '', '?']",2
1745,ORG,"['sg g', 'sg g', '?', '', 'sg g', 'sg g']",1
1746,ORG,"['sg g', 'sg g', '?', '', 'sg g', 'sg n']",1
1747,ORG,"['sg g', 'sg g', '?', '']",10
1748,ORG,"['sg g', 'sg g', '?', '?']",9
1749,ORG,"['sg g', 'sg g', '?', 'sg g']",7
1750,ORG,"['sg g', 'sg g', '?', 'sg in']",2
1751,ORG,"['sg g', 'sg g', '?', 'sg n']",1
3149,PER,"['sg g', 'sg g', '?']",1
1752,ORG,"['sg g', 'sg g', '?']",171
1753,ORG,"['sg g', 'sg g', 'adt', '', 'sg g']",1
1754,ORG,"['sg g', 'sg g', 'adt', '', 'sg n']",1
1755,ORG,"['sg g', 'sg g', 'adt', '?']",1
1756,ORG,"['sg g', 'sg g', 'adt', 'sg g', 'sg g']",1
1757,ORG,"['sg g', 'sg g', 'adt', 'sg g']",1
1758,ORG,"['sg g', 'sg g', 'adt', 'sg in']",1
1759,ORG,"['sg g', 'sg g', 'adt']",38
292,LOC,"['sg g', 'sg g', 'adt']",3
1760,ORG,"['sg g', 'sg g', 'pl ab', 'sg g']",1
1761,ORG,"['sg g', 'sg g', 'pl ad']",2
1762,ORG,"['sg g', 'sg g', 'pl all']",2
293,LOC,"['sg g', 'sg g', 'pl all']",1
1763,ORG,"['sg g', 'sg g', 'pl el']",1
1764,ORG,"['sg g', 'sg g', 'pl g', '?', '', '?', 'sg n']",1
1765,ORG,"['sg g', 'sg g', 'pl g', '?']",1
1766,ORG,"['sg g', 'sg g', 'pl g', 'adt']",2
1767,ORG,"['sg g', 'sg g', 'pl g', 'pl g', 'adt']",1
1768,ORG,"['sg g', 'sg g', 'pl g', 'sg all']",1
1769,ORG,"['sg g', 'sg g', 'pl g', 'sg el']",3
1770,ORG,"['sg g', 'sg g', 'pl g', 'sg g']",26
1771,ORG,"['sg g', 'sg g', 'pl g', 'sg in', 'sg ad']",1
1772,ORG,"['sg g', 'sg g', 'pl g', 'sg in']",1
1773,ORG,"['sg g', 'sg g', 'pl g', 'sg n']",3
1774,ORG,"['sg g', 'sg g', 'pl g', 'sg p']",1
1775,ORG,"['sg g', 'sg g', 'pl g']",23
3150,PER,"['sg g', 'sg g', 'pl g']",1
1776,ORG,"['sg g', 'sg g', 'pl in']",3
294,LOC,"['sg g', 'sg g', 'pl in']",1
1777,ORG,"['sg g', 'sg g', 'pl kom']",1
1778,ORG,"['sg g', 'sg g', 'pl n', '?']",1
1779,ORG,"['sg g', 'sg g', 'pl n', 'sg g']",1
1780,ORG,"['sg g', 'sg g', 'pl n']",29
1781,ORG,"['sg g', 'sg g', 'pl p']",1
1782,ORG,"['sg g', 'sg g', 'sg abl', 'sg g']",2
1783,ORG,"['sg g', 'sg g', 'sg abl']",12
1784,ORG,"['sg g', 'sg g', 'sg ad', '', '?']",1
1785,ORG,"['sg g', 'sg g', 'sg ad', 'sg ad']",1
1786,ORG,"['sg g', 'sg g', 'sg ad']",30
1787,ORG,"['sg g', 'sg g', 'sg all', 'sg in', 'sg g']",1
1788,ORG,"['sg g', 'sg g', 'sg all', 'sg n', '?', 'sg n', 'sg g']",1
1789,ORG,"['sg g', 'sg g', 'sg all']",82
1790,ORG,"['sg g', 'sg g', 'sg el', '?']",1
1791,ORG,"['sg g', 'sg g', 'sg el', 'sg n']",1
1792,ORG,"['sg g', 'sg g', 'sg el']",69
295,LOC,"['sg g', 'sg g', 'sg el']",1
3151,PER,"['sg g', 'sg g', 'sg es']",1
1793,ORG,"['sg g', 'sg g', 'sg es']",2
1794,ORG,"['sg g', 'sg g', 'sg g', '', 'pl g', 'sg g']",1
1795,ORG,"['sg g', 'sg g', 'sg g', '', 'sg g', 'sg g']",2
1796,ORG,"['sg g', 'sg g', 'sg g', '', 'sg g', 'sg n']",1
1797,ORG,"['sg g', 'sg g', 'sg g', '', 'sg g']",3
1798,ORG,"['sg g', 'sg g', 'sg g', '?', '']",3
296,LOC,"['sg g', 'sg g', 'sg g', '?']",1
1799,ORG,"['sg g', 'sg g', 'sg g', '?']",16
1800,ORG,"['sg g', 'sg g', 'sg g', 'adt']",1
1801,ORG,"['sg g', 'sg g', 'sg g', 'o', 'sg g']",2
1802,ORG,"['sg g', 'sg g', 'sg g', 'pl abl']",1
1803,ORG,"['sg g', 'sg g', 'sg g', 'pl g', 'sg g']",4
1804,ORG,"['sg g', 'sg g', 'sg g', 'pl g']",1
1805,ORG,"['sg g', 'sg g', 'sg g', 'pl n', 'sg n']",1
1806,ORG,"['sg g', 'sg g', 'sg g', 'pl n']",2
1807,ORG,"['sg g', 'sg g', 'sg g', 'pl p', 'sg g', 'sg g', 'sg g', 'sg g', 'sg g']",1
1808,ORG,"['sg g', 'sg g', 'sg g', 'sg abl']",6
1809,ORG,"['sg g', 'sg g', 'sg g', 'sg ad']",1
1810,ORG,"['sg g', 'sg g', 'sg g', 'sg all']",6
1811,ORG,"['sg g', 'sg g', 'sg g', 'sg el', 'sg n', 'sg ill']",1
1812,ORG,"['sg g', 'sg g', 'sg g', 'sg el']",6
1813,ORG,"['sg g', 'sg g', 'sg g', 'sg g', '', 'sg el']",1
1814,ORG,"['sg g', 'sg g', 'sg g', 'sg g', '']",1
1815,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg all']",1
1816,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg el']",1
1817,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg g', 'sg g', 'sg n']",1
1818,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg g', 'sg g']",2
297,LOC,"['sg g', 'sg g', 'sg g', 'sg g', 'sg g', 'sg g']",1
1819,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg g', 'sg n']",2
1820,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg g']",11
1821,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg in']",2
1822,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg kom']",1
1823,ORG,"['sg g', 'sg g', 'sg g', 'sg g', 'sg n']",7
1824,ORG,"['sg g', 'sg g', 'sg g', 'sg g']",189
3152,PER,"['sg g', 'sg g', 'sg g', 'sg g']",1
1825,ORG,"['sg g', 'sg g', 'sg g', 'sg ill']",1
1826,ORG,"['sg g', 'sg g', 'sg g', 'sg in', 'sg g', 'sg in']",1
1827,ORG,"['sg g', 'sg g', 'sg g', 'sg in', 'sg g']",3
1828,ORG,"['sg g', 'sg g', 'sg g', 'sg in', 'sg n', 'sg n', 'sg g']",1
1829,ORG,"['sg g', 'sg g', 'sg g', 'sg in']",33
298,LOC,"['sg g', 'sg g', 'sg g', 'sg kom']",1
3153,PER,"['sg g', 'sg g', 'sg g', 'sg kom']",1
1830,ORG,"['sg g', 'sg g', 'sg g', 'sg kom']",7
1831,ORG,"['sg g', 'sg g', 'sg g', 'sg n', 'sg ad']",1
1832,ORG,"['sg g', 'sg g', 'sg g', 'sg n', 'sg g', '?']",1
1833,ORG,"['sg g', 'sg g', 'sg g', 'sg n', 'sg g']",2
1834,ORG,"['sg g', 'sg g', 'sg g', 'sg n']",67
3154,PER,"['sg g', 'sg g', 'sg g', 'sg n']",1
299,LOC,"['sg g', 'sg g', 'sg g', 'sg n']",1
1835,ORG,"['sg g', 'sg g', 'sg g', 'sg p']",3
1836,ORG,"['sg g', 'sg g', 'sg g']",1749
300,LOC,"['sg g', 'sg g', 'sg g']",27
3155,PER,"['sg g', 'sg g', 'sg g']",22
1837,ORG,"['sg g', 'sg g', 'sg ill', '?']",1
1838,ORG,"['sg g', 'sg g', 'sg ill']",22
1839,ORG,"['sg g', 'sg g', 'sg in', '', 'sg in']",1
1840,ORG,"['sg g', 'sg g', 'sg in', '']",2
1841,ORG,"['sg g', 'sg g', 'sg in', 'sg g']",2
1842,ORG,"['sg g', 'sg g', 'sg in', 'sg in']",5
301,LOC,"['sg g', 'sg g', 'sg in']",3
1843,ORG,"['sg g', 'sg g', 'sg in']",235
1844,ORG,"['sg g', 'sg g', 'sg kom', '']",1
1845,ORG,"['sg g', 'sg g', 'sg kom', 'sg g', 'sg g']",1
1846,ORG,"['sg g', 'sg g', 'sg kom', 'sg g']",1
3156,PER,"['sg g', 'sg g', 'sg kom']",1
1847,ORG,"['sg g', 'sg g', 'sg kom']",44
1848,ORG,"['sg g', 'sg g', 'sg n', '', '', 'sg n', '', 'sg n']",1
1849,ORG,"['sg g', 'sg g', 'sg n', '', '?']",1
1850,ORG,"['sg g', 'sg g', 'sg n', '', 'sg g', 'sg n']",1
1851,ORG,"['sg g', 'sg g', 'sg n', '', 'sg g']",2
1852,ORG,"['sg g', 'sg g', 'sg n', '', 'sg n', 'sg in']",1
1853,ORG,"['sg g', 'sg g', 'sg n', '', 'sg n']",4
1854,ORG,"['sg g', 'sg g', 'sg n', '?', 'sg n']",1
1855,ORG,"['sg g', 'sg g', 'sg n', '?']",3
1856,ORG,"['sg g', 'sg g', 'sg n', 'sg abl']",2
1857,ORG,"['sg g', 'sg g', 'sg n', 'sg all']",1
1858,ORG,"['sg g', 'sg g', 'sg n', 'sg g', 'sg ad']",1
1859,ORG,"['sg g', 'sg g', 'sg n', 'sg g', 'sg g', 'sg g']",1
1860,ORG,"['sg g', 'sg g', 'sg n', 'sg g', 'sg in', 'sg n']",1
1861,ORG,"['sg g', 'sg g', 'sg n', 'sg g', 'sg n', '?']",1
1862,ORG,"['sg g', 'sg g', 'sg n', 'sg g', 'sg n']",3
3157,PER,"['sg g', 'sg g', 'sg n', 'sg g']",1
1863,ORG,"['sg g', 'sg g', 'sg n', 'sg g']",24
1864,ORG,"['sg g', 'sg g', 'sg n', 'sg n', 'sg n']",2
3158,PER,"['sg g', 'sg g', 'sg n', 'sg n']",1
1865,ORG,"['sg g', 'sg g', 'sg n', 'sg n']",30
1866,ORG,"['sg g', 'sg g', 'sg n', 'sg p']",1
302,LOC,"['sg g', 'sg g', 'sg n']",4
1867,ORG,"['sg g', 'sg g', 'sg n']",816
3159,PER,"['sg g', 'sg g', 'sg n']",13
1868,ORG,"['sg g', 'sg g', 'sg p', 'sg g', 'sg n']",1
1869,ORG,"['sg g', 'sg g', 'sg p', 'sg n', 'sg n']",1
1870,ORG,"['sg g', 'sg g', 'sg p']",15
1871,ORG,"['sg g', 'sg g', 'sg ter', '']",1
1872,ORG,"['sg g', 'sg g', 'sg ter']",1
3160,PER,"['sg g', 'sg g', 'sg tr']",1
1873,ORG,"['sg g', 'sg g', 'sg tr']",4
303,LOC,"['sg g', 'sg g']",3978
3161,PER,"['sg g', 'sg g']",2283
1874,ORG,"['sg g', 'sg g']",18688
1875,ORG,"['sg g', 'sg ill', '']",3
1876,ORG,"['sg g', 'sg ill', 'adt', 'sg ill']",1
1877,ORG,"['sg g', 'sg ill', 'adt']",4
1878,ORG,"['sg g', 'sg ill', 'sg g', '?']",1
1879,ORG,"['sg g', 'sg ill', 'sg g']",5
1880,ORG,"['sg g', 'sg ill', 'sg ill']",1
1881,ORG,"['sg g', 'sg ill', 'sg in']",1
3162,PER,"['sg g', 'sg ill']",17
304,LOC,"['sg g', 'sg ill']",19
1882,ORG,"['sg g', 'sg ill']",274
1883,ORG,"['sg g', 'sg in', '', 'sg g', 'sg in']",1
1884,ORG,"['sg g', 'sg in', '', 'sg in']",4
305,LOC,"['sg g', 'sg in', '']",1
1885,ORG,"['sg g', 'sg in', '']",7
1886,ORG,"['sg g', 'sg in', '?', '']",1
1887,ORG,"['sg g', 'sg in', '?', 'sg g', 'sg g', 'sg in']",1
1888,ORG,"['sg g', 'sg in', '?', 'sg g']",3
1889,ORG,"['sg g', 'sg in', '?', 'sg in']",1
1890,ORG,"['sg g', 'sg in', '?']",6
1891,ORG,"['sg g', 'sg in', 'adt', 'sg in']",2
1892,ORG,"['sg g', 'sg in', 'adt']",1
1893,ORG,"['sg g', 'sg in', 'pl g', 'pl g', 'sg in']",1
1894,ORG,"['sg g', 'sg in', 'pl g', 'sg in']",1
306,LOC,"['sg g', 'sg in', 'sg ad']",1
1895,ORG,"['sg g', 'sg in', 'sg all']",2
1896,ORG,"['sg g', 'sg in', 'sg el']",2
1897,ORG,"['sg g', 'sg in', 'sg g', 'pl g']",1
307,LOC,"['sg g', 'sg in', 'sg g', 'sg el']",1
1898,ORG,"['sg g', 'sg in', 'sg g', 'sg el']",1
1899,ORG,"['sg g', 'sg in', 'sg g', 'sg g', 'sg g']",1
308,LOC,"['sg g', 'sg in', 'sg g', 'sg g']",1
1900,ORG,"['sg g', 'sg in', 'sg g', 'sg g']",6
1901,ORG,"['sg g', 'sg in', 'sg g', 'sg in']",1
1902,ORG,"['sg g', 'sg in', 'sg g', 'sg n']",2
1903,ORG,"['sg g', 'sg in', 'sg g', 'sg p']",1
309,LOC,"['sg g', 'sg in', 'sg g']",5
