,tag,form,0
2211,ORG,"['sg n', '', '?']",186
394,LOC,"['sg n', '', '?']",5
3259,PER,"['sg n', '', '?']",101
2212,ORG,"['sg n', '', 'adt']",1
2213,ORG,"['sg n', '', 'pl abl']",1
2214,ORG,"['sg n', '', 'pl all']",1
2215,ORG,"['sg n', '', 'pl g']",2
3260,PER,"['sg n', '', 'pl g']",3
2216,ORG,"['sg n', '', 'pl n', '']",1
2217,ORG,"['sg n', '', 'pl n', '?']",1
395,LOC,"['sg n', '', 'pl n', '?']",1
2218,ORG,"['sg n', '', 'pl n', 'sg in']",1
2219,ORG,"['sg n', '', 'pl n', 'sg n', '']",1
2220,ORG,"['sg n', '', 'pl n', 'sg n', '?']",1
2221,ORG,"['sg n', '', 'pl n', 'sg n']",3
3261,PER,"['sg n', '', 'pl n']",1
2222,ORG,"['sg n', '', 'pl n']",12
396,LOC,"['sg n', '', 'pl n']",1
2223,ORG,"['sg n', '', 'pl p']",5
3262,PER,"['sg n', '', 'pl p']",1
2224,ORG,"['sg n', '', 's']",1
397,LOC,"['sg n', '', 'sg ad', '', '?']",1
398,LOC,"['sg n', '', 'sg ad']",1
2225,ORG,"['sg n', '', 'sg all']",4
3263,PER,"['sg n', '', 'sg all']",1
399,LOC,"['sg n', '', 'sg all']",1
2226,ORG,"['sg n', '', 'sg el']",3
400,LOC,"['sg n', '', 'sg el']",2
3264,PER,"['sg n', '', 'sg el']",1
2227,ORG,"['sg n', '', 'sg es']",1
3265,PER,"['sg n', '', 'sg g', 'sg g']",1
401,LOC,"['sg n', '', 'sg g', 'sg g']",1
2228,ORG,"['sg n', '', 'sg g', 'sg g']",2
2229,ORG,"['sg n', '', 'sg g', 'sg n']",3
2230,ORG,"['sg n', '', 'sg g', 'sg p']",1
3266,PER,"['sg n', '', 'sg g']",14
402,LOC,"['sg n', '', 'sg g']",8
2231,ORG,"['sg n', '', 'sg g']",59
3267,PER,"['sg n', '', 'sg ill']",1
403,LOC,"['sg n', '', 'sg in', 'sg n']",1
404,LOC,"['sg n', '', 'sg in']",6
2232,ORG,"['sg n', '', 'sg in']",8
3268,PER,"['sg n', '', 'sg in']",1
3269,PER,"['sg n', '', 'sg kom']",1
2233,ORG,"['sg n', '', 'sg kom']",3
2234,ORG,"['sg n', '', 'sg n', '', '', 'sg n', '', 'sg n']",1
2235,ORG,"['sg n', '', 'sg n', '', '?', '', '?', '', 'sg n', 'sg n', 'sg n', '', '?']",1
2236,ORG,"['sg n', '', 'sg n', '', '?', '', '?', '', 'sg n', 'sg n', 'sg n']",1
2237,ORG,"['sg n', '', 'sg n', '', '?', '', '?']",3
2238,ORG,"['sg n', '', 'sg n', '', '?', '', 'sg n', 'sg n', 'sg n', '', '?']",6
2239,ORG,"['sg n', '', 'sg n', '', '?', '', 'sg n', 'sg n', 'sg n']",25
2240,ORG,"['sg n', '', 'sg n', '', '?', 'sg g', 'sg g']",1
2241,ORG,"['sg n', '', 'sg n', '', '?', 'sg n', '', '?', '', 'sg n', 'sg n', 'sg n']",1
2242,ORG,"['sg n', '', 'sg n', '', '?', 'sg n']",1
2243,ORG,"['sg n', '', 'sg n', '', '?']",10
405,LOC,"['sg n', '', 'sg n', '', '?']",1
2244,ORG,"['sg n', '', 'sg n', '', 'sg g']",5
2245,ORG,"['sg n', '', 'sg n', '', 'sg n', '', '', 'sg n', 'sg n']",1
2246,ORG,"['sg n', '', 'sg n', '', 'sg n', '', '?', '', 'sg n', 'sg n', 'sg n']",2
2247,ORG,"['sg n', '', 'sg n', '', 'sg n', '', 'sg n', 'sg n', 'sg n']",1
2248,ORG,"['sg n', '', 'sg n', '', 'sg n', 'sg n', 'sg n', '', '?']",1
2249,ORG,"['sg n', '', 'sg n', '', 'sg n', 'sg n', 'sg n']",2
3270,PER,"['sg n', '', 'sg n', '', 'sg n']",1
406,LOC,"['sg n', '', 'sg n', '', 'sg n']",4
2250,ORG,"['sg n', '', 'sg n', '', 'sg n']",8
2251,ORG,"['sg n', '', 'sg n', '']",32
2252,ORG,"['sg n', '', 'sg n', '?', '']",1
3271,PER,"['sg n', '', 'sg n', '?', 'sg n']",1
2253,ORG,"['sg n', '', 'sg n', '?', 'sg n']",1
2254,ORG,"['sg n', '', 'sg n', '?']",2
407,LOC,"['sg n', '', 'sg n', '?']",11
3272,PER,"['sg n', '', 'sg n', '?']",1
2255,ORG,"['sg n', '', 'sg n', 'pl n', '?']",1
2256,ORG,"['sg n', '', 'sg n', 'pl n']",2
2257,ORG,"['sg n', '', 'sg n', 'sg g', 'sg g']",1
2258,ORG,"['sg n', '', 'sg n', 'sg g', 'sg n', 'sg g']",1
2259,ORG,"['sg n', '', 'sg n', 'sg g', 'sg n']",1
2260,ORG,"['sg n', '', 'sg n', 'sg g']",10
3273,PER,"['sg n', '', 'sg n', 'sg g']",1
2261,ORG,"['sg n', '', 'sg n', 'sg kom']",1
2262,ORG,"['sg n', '', 'sg n', 'sg n', '', 'sg n']",2
2263,ORG,"['sg n', '', 'sg n', 'sg n', '?']",1
2264,ORG,"['sg n', '', 'sg n', 'sg n', 'sg all']",1
2265,ORG,"['sg n', '', 'sg n', 'sg n', 'sg g']",1
2266,ORG,"['sg n', '', 'sg n', 'sg n', 'sg n', '', '', '?', '', '?']",1
2267,ORG,"['sg n', '', 'sg n', 'sg n', 'sg n', '', '?', '', '?']",14
2268,ORG,"['sg n', '', 'sg n', 'sg n', 'sg n', '', '?']",100
2269,ORG,"['sg n', '', 'sg n', 'sg n', 'sg n', '']",1
2270,ORG,"['sg n', '', 'sg n', 'sg n', 'sg n', '?', '']",1
2271,ORG,"['sg n', '', 'sg n', 'sg n', 'sg n', 'sg n']",1
2272,ORG,"['sg n', '', 'sg n', 'sg n', 'sg n']",196
2273,ORG,"['sg n', '', 'sg n', 'sg n']",20
3274,PER,"['sg n', '', 'sg n', 'sg n']",6
2274,ORG,"['sg n', '', 'sg n']",553
3275,PER,"['sg n', '', 'sg n']",257
408,LOC,"['sg n', '', 'sg n']",25
3276,PER,"['sg n', '', 'sg p', 'sg n', 'pl n']",1
3277,PER,"['sg n', '', 'sg p']",1
2275,ORG,"['sg n', '', 'sg p']",1
409,LOC,"['sg n', '']",7
3278,PER,"['sg n', '']",189
2276,ORG,"['sg n', '']",62
2277,ORG,"['sg n', '?', '', '', 'sg g']",1
2278,ORG,"['sg n', '?', '', '?', 'pl n', '', '?']",1
2279,ORG,"['sg n', '?', '', '?']",14
3279,PER,"['sg n', '?', '', '?']",2
2280,ORG,"['sg n', '?', '', 'sg g']",1
3280,PER,"['sg n', '?', '', 'sg g']",4
3281,PER,"['sg n', '?', '', 'sg kom']",1
3282,PER,"['sg n', '?', '', 'sg n', 'sg n', 'sg n']",1
3283,PER,"['sg n', '?', '', 'sg n', 'sg n']",1
2281,ORG,"['sg n', '?', '', 'sg n']",5
3284,PER,"['sg n', '?', '', 'sg n']",80
3285,PER,"['sg n', '?', '', 'sg p']",3
2282,ORG,"['sg n', '?', '']",32
2283,ORG,"['sg n', '?', '?', '']",2
2284,ORG,"['sg n', '?', '?', '?', 'sg n']",1
2285,ORG,"['sg n', '?', '?', 'sg kom']",1
2286,ORG,"['sg n', '?', '?', 'sg n', '']",1
2287,ORG,"['sg n', '?', '?', 'sg n', 'sg g']",1
2288,ORG,"['sg n', '?', '?', 'sg n', 'sg n', 'sg n', 'sg n']",1
2289,ORG,"['sg n', '?', '?', 'sg n']",7
3286,PER,"['sg n', '?', '?', 'sg n']",3
3287,PER,"['sg n', '?', '?']",5
2290,ORG,"['sg n', '?', '?']",11
3288,PER,"['sg n', '?', 'adt']",2
2291,ORG,"['sg n', '?', 'adt']",2
2292,ORG,"['sg n', '?', 'pl g']",1
2293,ORG,"['sg n', '?', 'pl n', '', 'sg ad', '']",1
2294,ORG,"['sg n', '?', 'pl n', '?', 'sg n', 'sg n', 'sg n', '']",1
2295,ORG,"['sg n', '?', 'pl n', 'sg n', 'sg n', '']",1
2296,ORG,"['sg n', '?', 'pl n']",4
3289,PER,"['sg n', '?', 'pl n']",1
2297,ORG,"['sg n', '?', 'pl p']",1
3290,PER,"['sg n', '?', 'pl ter']",1
3291,PER,"['sg n', '?', 'sg abl']",1
2298,ORG,"['sg n', '?', 'sg ad', '']",1
3292,PER,"['sg n', '?', 'sg ad']",3
3293,PER,"['sg n', '?', 'sg all']",3
2299,ORG,"['sg n', '?', 'sg el', '']",2
2300,ORG,"['sg n', '?', 'sg el']",4
3294,PER,"['sg n', '?', 'sg el']",3
410,LOC,"['sg n', '?', 'sg el']",1
2301,ORG,"['sg n', '?', 'sg g', '?', '']",1
2302,ORG,"['sg n', '?', 'sg g', '?']",2
2303,ORG,"['sg n', '?', 'sg g', 'sg abl']",1
2304,ORG,"['sg n', '?', 'sg g', 'sg g', 'sg el']",1
411,LOC,"['sg n', '?', 'sg g', 'sg g']",2
2305,ORG,"['sg n', '?', 'sg g', 'sg g']",5
412,LOC,"['sg n', '?', 'sg g', 'sg in']",1
2306,ORG,"['sg n', '?', 'sg g', 'sg in']",2
2307,ORG,"['sg n', '?', 'sg g', 'sg n', '']",1
2308,ORG,"['sg n', '?', 'sg g', 'sg n', 'sg n']",1
2309,ORG,"['sg n', '?', 'sg g', 'sg n']",2
3295,PER,"['sg n', '?', 'sg g']",95
413,LOC,"['sg n', '?', 'sg g']",12
2310,ORG,"['sg n', '?', 'sg g']",57
414,LOC,"['sg n', '?', 'sg ill']",4
3296,PER,"['sg n', '?', 'sg ill']",1
2311,ORG,"['sg n', '?', 'sg in', '']",1
2312,ORG,"['sg n', '?', 'sg in', '?', 'sg g']",1
3297,PER,"['sg n', '?', 'sg in', 'sg n']",1
415,LOC,"['sg n', '?', 'sg in']",16
2313,ORG,"['sg n', '?', 'sg in']",7
2314,ORG,"['sg n', '?', 'sg kom', 'sg g']",1
3298,PER,"['sg n', '?', 'sg kom']",7
2315,ORG,"['sg n', '?', 'sg kom']",4
2316,ORG,"['sg n', '?', 'sg n', '', '']",1
2317,ORG,"['sg n', '?', 'sg n', '', 'sg g', 'sg g']",1
2318,ORG,"['sg n', '?', 'sg n', '', 'sg g']",1
2319,ORG,"['sg n', '?', 'sg n', '', 'sg n', '?', 'sg n']",1
2320,ORG,"['sg n', '?', 'sg n', '', 'sg n']",1
2321,ORG,"['sg n', '?', 'sg n', '']",35
2322,ORG,"['sg n', '?', 'sg n', '?', '']",2
2323,ORG,"['sg n', '?', 'sg n', '?', '?', 'sg n']",1
2324,ORG,"['sg n', '?', 'sg n', '?', 'sg n', '']",1
2325,ORG,"['sg n', '?', 'sg n', '?', 'sg n', '?', '']",1
2326,ORG,"['sg n', '?', 'sg n', '?']",1
3299,PER,"['sg n', '?', 'sg n', 'adt']",4
3300,PER,"['sg n', '?', 'sg n', 'pl n']",1
2327,ORG,"['sg n', '?', 'sg n', 'sg ad']",1
2328,ORG,"['sg n', '?', 'sg n', 'sg all']",1
2329,ORG,"['sg n', '?', 'sg n', 'sg el']",1
2330,ORG,"['sg n', '?', 'sg n', 'sg g', '?']",1
2331,ORG,"['sg n', '?', 'sg n', 'sg g', 'sg g', 'sg n']",1
2332,ORG,"['sg n', '?', 'sg n', 'sg g', 'sg n', 'sg n', 'sg n', '?', 'sg n']",1
3301,PER,"['sg n', '?', 'sg n', 'sg g']",5
2333,ORG,"['sg n', '?', 'sg n', 'sg g']",10
2334,ORG,"['sg n', '?', 'sg n', 'sg in']",1
3302,PER,"['sg n', '?', 'sg n', 'sg kom']",1
2335,ORG,"['sg n', '?', 'sg n', 'sg n', '']",3
2336,ORG,"['sg n', '?', 'sg n', 'sg n', '?', 'sg n', '']",1
2337,ORG,"['sg n', '?', 'sg n', 'sg n', '?']",1
2338,ORG,"['sg n', '?', 'sg n', 'sg n', 'sg g', 'sg g']",1
2339,ORG,"['sg n', '?', 'sg n', 'sg n', 'sg g']",1
2340,ORG,"['sg n', '?', 'sg n', 'sg n', 'sg n', 'adt']",1
2341,ORG,"['sg n', '?', 'sg n', 'sg n', 'sg n']",8
2342,ORG,"['sg n', '?', 'sg n', 'sg n']",47
3303,PER,"['sg n', '?', 'sg n', 'sg n']",27
2343,ORG,"['sg n', '?', 'sg n']",246
416,LOC,"['sg n', '?', 'sg n']",18
3304,PER,"['sg n', '?', 'sg n']",419
2344,ORG,"['sg n', '?', 'sg p']",1
3305,PER,"['sg n', '?', 'sg p']",2
2345,ORG,"['sg n', '?']",880
3306,PER,"['sg n', '?']",1777
417,LOC,"['sg n', '?']",42
2346,ORG,"['sg n', 'adt', '']",1
2347,ORG,"['sg n', 'adt', 'adt']",1
2348,ORG,"['sg n', 'adt', 'pl g']",1
2349,ORG,"['sg n', 'adt', 'sg g', 'sg g', 'sg n', '?']",1
2350,ORG,"['sg n', 'adt', 'sg g', 'sg g']",1
2351,ORG,"['sg n', 'adt', 'sg g']",1
2352,ORG,"['sg n', 'adt', 'sg ill']",1
3307,PER,"['sg n', 'adt', 'sg n', 'sg n']",1
2353,ORG,"['sg n', 'adt', 'sg n']",1
2354,ORG,"['sg n', 'adt']",66
3308,PER,"['sg n', 'adt']",285
418,LOC,"['sg n', 'adt']",9
3309,PER,"['sg n', 'd', 'sg n', 'sg n']",1
2355,ORG,"['sg n', 'ge']",1
3310,PER,"['sg n', 'me']",1
3311,PER,"['sg n', 'n']",8
2356,ORG,"['sg n', 'o', 'sg n']",1
3312,PER,"['sg n', 'o']",60
3313,PER,"['sg n', 'pl abl']",7
3314,PER,"['sg n', 'pl ad']",24
2357,ORG,"['sg n', 'pl ad']",1
3315,PER,"['sg n', 'pl all']",12
2358,ORG,"['sg n', 'pl all']",2
3316,PER,"['sg n', 'pl el', 'sg g']",1
2359,ORG,"['sg n', 'pl el']",3
3317,PER,"['sg n', 'pl el']",5
3318,PER,"['sg n', 'pl es']",1
2360,ORG,"['sg n', 'pl g', '', '', 'sg n', 'pl g']",1
2361,ORG,"['sg n', 'pl g', '']",1
2362,ORG,"['sg n', 'pl g', '?', '']",1
2363,ORG,"['sg n', 'pl g', '?']",8
2364,ORG,"['sg n', 'pl g', 'adt', '', '?']",1
2365,ORG,"['sg n', 'pl g', 'pl g', 'sg g']",2
2366,ORG,"['sg n', 'pl g', 'pl g', 'sg in']",1
2367,ORG,"['sg n', 'pl g', 'pl g', 'sg n']",2
2368,ORG,"['sg n', 'pl g', 'pl g']",1
2369,ORG,"['sg n', 'pl g', 'sg all']",3
2370,ORG,"['sg n', 'pl g', 'sg g', '', 'sg g']",1
2371,ORG,"['sg n', 'pl g', 'sg g', '?']",1
2372,ORG,"['sg n', 'pl g', 'sg g', 'sg g', 'sg g']",1
2373,ORG,"['sg n', 'pl g', 'sg g', 'sg g']",1
2374,ORG,"['sg n', 'pl g', 'sg g', 'sg n']",2
3319,PER,"['sg n', 'pl g', 'sg g']",2
2375,ORG,"['sg n', 'pl g', 'sg g']",12
2376,ORG,"['sg n', 'pl g', 'sg in']",2
2377,ORG,"['sg n', 'pl g', 'sg n', 'sg n', 'sg n']",1
3320,PER,"['sg n', 'pl g', 'sg n', 'sg n']",1
3321,PER,"['sg n', 'pl g', 'sg n']",3
2378,ORG,"['sg n', 'pl g', 'sg n']",13
2379,ORG,"['sg n', 'pl g', 'sg tr']",1
3322,PER,"['sg n', 'pl g']",357
419,LOC,"['sg n', 'pl g']",3
2380,ORG,"['sg n', 'pl g']",31
3323,PER,"['sg n', 'pl ill']",1
420,LOC,"['sg n', 'pl ill']",1
2381,ORG,"['sg n', 'pl in', 'sg in', 'sg in']",1
3324,PER,"['sg n', 'pl in']",8
2382,ORG,"['sg n', 'pl in']",2
421,LOC,"['sg n', 'pl in']",1
2383,ORG,"['sg n', 'pl kom']",2
3325,PER,"['sg n', 'pl kom']",23
3326,PER,"['sg n', 'pl n', '', 'sg el']",1
3327,PER,"['sg n', 'pl n', '', 'sg n']",1
2384,ORG,"['sg n', 'pl n', '']",3
3328,PER,"['sg n', 'pl n', '']",1
2385,ORG,"['sg n', 'pl n', '?', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n']",1
2386,ORG,"['sg n', 'pl n', '?', 'sg n']",1
3329,PER,"['sg n', 'pl n', '?']",4
2387,ORG,"['sg n', 'pl n', '?']",1
2388,ORG,"['sg n', 'pl n', 'pl g']",1
3330,PER,"['sg n', 'pl n', 'pl n']",1
2389,ORG,"['sg n', 'pl n', 'pl n']",2
2390,ORG,"['sg n', 'pl n', 'pl p']",1
3331,PER,"['sg n', 'pl n', 'sg abl']",1
3332,PER,"['sg n', 'pl n', 'sg ad']",1
2391,ORG,"['sg n', 'pl n', 'sg el']",1
2392,ORG,"['sg n', 'pl n', 'sg g', 'sg tr']",1
3333,PER,"['sg n', 'pl n', 'sg g']",18
2393,ORG,"['sg n', 'pl n', 'sg g']",10
3334,PER,"['sg n', 'pl n', 'sg kom']",1
2394,ORG,"['sg n', 'pl n', 'sg n', '']",2
2395,ORG,"['sg n', 'pl n', 'sg n', 'pl n', 'sg n']",1
2396,ORG,"['sg n', 'pl n', 'sg n', 'sg el']",1
2397,ORG,"['sg n', 'pl n', 'sg n', 'sg kom']",1
2398,ORG,"['sg n', 'pl n', 'sg n', 'sg n', 'sg kom']",1
2399,ORG,"['sg n', 'pl n', 'sg n', 'sg n']",2
3335,PER,"['sg n', 'pl n', 'sg n']",32
2400,ORG,"['sg n', 'pl n', 'sg n']",30
3336,PER,"['sg n', 'pl n']",754
2401,ORG,"['sg n', 'pl n']",129
422,LOC,"['sg n', 'pl n']",3
2402,ORG,"['sg n', 'pl p', 'sg all']",1
2403,ORG,"['sg n', 'pl p', 'sg el']",1
3337,PER,"['sg n', 'pl p', 'sg n']",1
3338,PER,"['sg n', 'pl p']",71
2404,ORG,"['sg n', 'pl p']",24
3339,PER,"['sg n', 'pl ter']",5
3340,PER,"['sg n', 'pl tr']",2
2405,ORG,"['sg n', 's', 'sg g', 'sg g']",1
2406,ORG,"['sg n', 's']",2
3341,PER,"['sg n', 's']",3
2407,ORG,"['sg n', 'sg ab', '']",1
2408,ORG,"['sg n', 'sg ab', 'sg g']",6
3342,PER,"['sg n', 'sg ab']",8
2409,ORG,"['sg n', 'sg ab']",9
3343,PER,"['sg n', 'sg abl', '?']",1
2410,ORG,"['sg n', 'sg abl', 'sg el']",1
3344,PER,"['sg n', 'sg abl', 'sg es']",1
2411,ORG,"['sg n', 'sg abl', 'sg g']",3
3345,PER,"['sg n', 'sg abl', 'sg n', 'sg all']",1
3346,PER,"['sg n', 'sg abl', 'sg n', 'sg n']",1
2412,ORG,"['sg n', 'sg abl']",33
3347,PER,"['sg n', 'sg abl']",626
423,LOC,"['sg n', 'sg abl']",2
2413,ORG,"['sg n', 'sg ad', '', 'sg in']",1
2414,ORG,"['sg n', 'sg ad', '']",2
2415,ORG,"['sg n', 'sg ad', '?']",1
3348,PER,"['sg n', 'sg ad', 'sg es']",1
2416,ORG,"['sg n', 'sg ad', 'sg g', 'sg all']",1
2417,ORG,"['sg n', 'sg ad', 'sg g', 'sg in']",1
424,LOC,"['sg n', 'sg ad', 'sg g']",1
2418,ORG,"['sg n', 'sg ad', 'sg g']",2
3349,PER,"['sg n', 'sg ad', 'sg g']",2
2419,ORG,"['sg n', 'sg ad', 'sg in']",3
2420,ORG,"['sg n', 'sg ad', 'sg n', 'sg n']",1
3350,PER,"['sg n', 'sg ad', 'sg n']",3
2421,ORG,"['sg n', 'sg ad', 'sg n']",1
3351,PER,"['sg n', 'sg ad']",926
425,LOC,"['sg n', 'sg ad']",22
2422,ORG,"['sg n', 'sg ad']",74
2423,ORG,"['sg n', 'sg all', '', 'sg all']",1
2424,ORG,"['sg n', 'sg all', '']",3
2425,ORG,"['sg n', 'sg all', '?', 'sg g']",1
2426,ORG,"['sg n', 'sg all', 'adt']",1
2427,ORG,"['sg n', 'sg all', 'sg all', 'sg all']",1
2428,ORG,"['sg n', 'sg all', 'sg el']",1
3352,PER,"['sg n', 'sg all', 'sg g']",1
2429,ORG,"['sg n', 'sg all', 'sg in']",1
2430,ORG,"['sg n', 'sg all', 'sg n', 'sg g']",1
3353,PER,"['sg n', 'sg all', 'sg n', 'sg n']",1
426,LOC,"['sg n', 'sg all']",20
2431,ORG,"['sg n', 'sg all']",141
3354,PER,"['sg n', 'sg all']",1070
3355,PER,"['sg n', 'sg el', '', 'sg n']",1
2432,ORG,"['sg n', 'sg el', '']",5
2433,ORG,"['sg n', 'sg el', '?', '']",1
2434,ORG,"['sg n', 'sg el', 'pl g', 'pl g']",1
2435,ORG,"['sg n', 'sg el', 'sg all']",1
2436,ORG,"['sg n', 'sg el', 'sg el']",2
2437,ORG,"['sg n', 'sg el', 'sg g', 'sg ill']",1
2438,ORG,"['sg n', 'sg el', 'sg g']",5
3356,PER,"['sg n', 'sg el', 'sg n', 'sg g']",1
2439,ORG,"['sg n', 'sg el', 'sg n', 'sg g']",3
2440,ORG,"['sg n', 'sg el', 'sg n', 'sg n']",2
3357,PER,"['sg n', 'sg el', 'sg n', 'sg n']",6
3358,PER,"['sg n', 'sg el', 'sg n', 'sg ter']",1
3359,PER,"['sg n', 'sg el', 'sg n']",1
3360,PER,"['sg n', 'sg el']",977
427,LOC,"['sg n', 'sg el']",18
2441,ORG,"['sg n', 'sg el']",213
2442,ORG,"['sg n', 'sg es', 'sg g', 'sg el']",1
3361,PER,"['sg n', 'sg es', 'sg g']",1
2443,ORG,"['sg n', 'sg es', 'sg g']",3
3362,PER,"['sg n', 'sg es', 'sg n']",1
3363,PER,"['sg n', 'sg es']",21
3364,PER,"['sg n', 'sg g', '', '', 'da', '', '']",1
3365,PER,"['sg n', 'sg g', '', '', 'sg g']",1
3366,PER,"['sg n', 'sg g', '', '', 'sg n']",2
3367,PER,"['sg n', 'sg g', '', 'sg all']",1
2444,ORG,"['sg n', 'sg g', '', 'sg g', 'sg el', 'sg in']",1
2445,ORG,"['sg n', 'sg g', '', 'sg g', 'sg el']",1
2446,ORG,"['sg n', 'sg g', '', 'sg g', 'sg g', '?']",2
2447,ORG,"['sg n', 'sg g', '', 'sg g', 'sg g']",2
2448,ORG,"['sg n', 'sg g', '', 'sg g', 'sg n']",1
2449,ORG,"['sg n', 'sg g', '', 'sg g']",4
3368,PER,"['sg n', 'sg g', '', 'sg n', 'sg n']",1
3369,PER,"['sg n', 'sg g', '', 'sg n']",1
2450,ORG,"['sg n', 'sg g', '', 'sg n']",1
2451,ORG,"['sg n', 'sg g', '']",33
3370,PER,"['sg n', 'sg g', '']",3
2452,ORG,"['sg n', 'sg g', '?', '', '?', '']",1
2453,ORG,"['sg n', 'sg g', '?', '', '?', '?', 'sg n']",1
2454,ORG,"['sg n', 'sg g', '?', '', '?', 'sg n']",1
2455,ORG,"['sg n', 'sg g', '?', '', 'pl g', 'sg n']",1
2456,ORG,"['sg n', 'sg g', '?', '', 'pl g', 'sg tr']",1
2457,ORG,"['sg n', 'sg g', '?', '', 'sg g']",1
3371,PER,"['sg n', 'sg g', '?', '', 'sg n']",1
2458,ORG,"['sg n', 'sg g', '?', '', 'sg n']",1
2459,ORG,"['sg n', 'sg g', '?', '']",9
2460,ORG,"['sg n', 'sg g', '?', '?']",1
2461,ORG,"['sg n', 'sg g', '?', 'sg g']",5
2462,ORG,"['sg n', 'sg g', '?', 'sg n', 'sg g', 'sg n']",1
2463,ORG,"['sg n', 'sg g', '?', 'sg n', 'sg in']",1
2464,ORG,"['sg n', 'sg g', '?', 'sg n', 'sg n']",1
2465,ORG,"['sg n', 'sg g', '?', 'sg n']",3
3372,PER,"['sg n', 'sg g', '?', 'sg n']",1
3373,PER,"['sg n', 'sg g', '?']",7
2466,ORG,"['sg n', 'sg g', '?']",86
2467,ORG,"['sg n', 'sg g', 'adt', 'sg g']",2
2468,ORG,"['sg n', 'sg g', 'adt']",19
3374,PER,"['sg n', 'sg g', 'adt']",1
428,LOC,"['sg n', 'sg g', 'adt']",1
2469,ORG,"['sg n', 'sg g', 'pl all']",2
2470,ORG,"['sg n', 'sg g', 'pl el']",4
2471,ORG,"['sg n', 'sg g', 'pl g', 'pl g', 'sg in']",1
2472,ORG,"['sg n', 'sg g', 'pl g', 'pl g']",1
2473,ORG,"['sg n', 'sg g', 'pl g', 'sg el']",1
2474,ORG,"['sg n', 'sg g', 'pl g', 'sg g', 'sg g', 'sg g']",1
2475,ORG,"['sg n', 'sg g', 'pl g', 'sg g']",1
2476,ORG,"['sg n', 'sg g', 'pl g', 'sg n']",1
2477,ORG,"['sg n', 'sg g', 'pl g']",8
2478,ORG,"['sg n', 'sg g', 'pl in']",2
2479,ORG,"['sg n', 'sg g', 'pl n']",8
2480,ORG,"['sg n', 'sg g', 'pl p']",2
2481,ORG,"['sg n', 'sg g', 'sg abl', 'sg g']",1
2482,ORG,"['sg n', 'sg g', 'sg abl']",9
3375,PER,"['sg n', 'sg g', 'sg ad']",1
2483,ORG,"['sg n', 'sg g', 'sg ad']",6
2484,ORG,"['sg n', 'sg g', 'sg all', 'sg all']",1
2485,ORG,"['sg n', 'sg g', 'sg all', 'sg g']",1
2486,ORG,"['sg n', 'sg g', 'sg all']",23
429,LOC,"['sg n', 'sg g', 'sg all']",1
2487,ORG,"['sg n', 'sg g', 'sg el', 'sg el']",3
2488,ORG,"['sg n', 'sg g', 'sg el', 'sg g']",2
430,LOC,"['sg n', 'sg g', 'sg el', 'sg g']",1
3376,PER,"['sg n', 'sg g', 'sg el']",2
2489,ORG,"['sg n', 'sg g', 'sg el']",36
2490,ORG,"['sg n', 'sg g', 'sg g', '', 'sg g', 'sg g']",1
2491,ORG,"['sg n', 'sg g', 'sg g', '', 'sg g']",1
2492,ORG,"['sg n', 'sg g', 'sg g', '?', '?']",1
2493,ORG,"['sg n', 'sg g', 'sg g', '?', 'sg g', 'sg g']",1
2494,ORG,"['sg n', 'sg g', 'sg g', '?', 'sg g']",1
2495,ORG,"['sg n', 'sg g', 'sg g', '?']",4
2496,ORG,"['sg n', 'sg g', 'sg g', 'adt']",1
2497,ORG,"['sg n', 'sg g', 'sg g', 'pl n']",1
2498,ORG,"['sg n', 'sg g', 'sg g', 'sg el']",2
2499,ORG,"['sg n', 'sg g', 'sg g', 'sg g', 'sg g', 'sg n']",1
2500,ORG,"['sg n', 'sg g', 'sg g', 'sg g', 'sg g']",3
2501,ORG,"['sg n', 'sg g', 'sg g', 'sg g', 'sg n']",2
2502,ORG,"['sg n', 'sg g', 'sg g', 'sg g']",26
3377,PER,"['sg n', 'sg g', 'sg g', 'sg g']",3
2503,ORG,"['sg n', 'sg g', 'sg g', 'sg in']",8
3378,PER,"['sg n', 'sg g', 'sg g', 'sg n', '?', '', 'sg n']",1
2504,ORG,"['sg n', 'sg g', 'sg g', 'sg n', 'sg g']",1
2505,ORG,"['sg n', 'sg g', 'sg g', 'sg n']",8
431,LOC,"['sg n', 'sg g', 'sg g']",4
2506,ORG,"['sg n', 'sg g', 'sg g']",258
3379,PER,"['sg n', 'sg g', 'sg g']",53
2507,ORG,"['sg n', 'sg g', 'sg ill', 'sg g']",1
2508,ORG,"['sg n', 'sg g', 'sg ill']",6
2509,ORG,"['sg n', 'sg g', 'sg in', '']",2
2510,ORG,"['sg n', 'sg g', 'sg in', '?']",1
2511,ORG,"['sg n', 'sg g', 'sg in', 'sg g']",1
2512,ORG,"['sg n', 'sg g', 'sg in', 'sg in']",7
432,LOC,"['sg n', 'sg g', 'sg in']",3
3380,PER,"['sg n', 'sg g', 'sg in']",1
2513,ORG,"['sg n', 'sg g', 'sg in']",78
2514,ORG,"['sg n', 'sg g', 'sg kom', '']",1
2515,ORG,"['sg n', 'sg g', 'sg kom']",14
3381,PER,"['sg n', 'sg g', 'sg kom']",2
2516,ORG,"['sg n', 'sg g', 'sg n', '', 'sg n']",1
